src_ip,dst_ip,Source Port,Destination Port,Protocol,Flow Duration,Total Packets,Total Length of Packets,Packet Length Max,Packet Length Min,Packet Length Mean,Packet Length Std,Label
10.0.2.241,172.16.0.83,43010,443,6,37.438,2,649,583,66,324.5,365.5742059,TCP Connection Flood
10.0.3.109,172.16.0.64,40034,80,6,14.157,2,144,78,66,72,8.485281374,TCP Connection Flood
10.0.3.110,172.16.0.44,54912,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.21,172.16.0.50,56230,443,6,28.524,2,108,54,54,54,0,ACK Flood
10.0.0.246,172.16.0.31,13434,5566,6,0,1,66,66,66,66,0,ACK Flood
10.0.1.252,172.16.0.64,63822,443,6,44.066,5,480,192,66,96,54,TCP Connection Flood
10.0.3.111,172.16.0.54,54837,9567,6,16.273,3,551,431,54,183.6666667,214.2809682,ACK Flood
10.0.3.112,172.16.0.40,50354,2095,6,0,1,66,66,66,66,0,SYN Flood
10.0.2.210,172.16.0.74,39203,80,6,3.53,4,288,78,66,72,6.92820323,ACK Flood
10.0.1.100,172.16.0.19,15469,443,6,18.008,4,3376,844,844,844,0,TCP Connection Flood
10.0.3.113,172.16.0.28,60605,9567,6,17.848,14,2558,863,66,182.7142857,288.2470705,TCP Connection Flood
10.0.2.1,172.16.0.79,25980,9008,6,13.045,3,198,66,66,66,0,ACK Flood
10.0.2.65,172.16.0.66,39247,80,6,0.053,4,264,66,66,66,0,ACK Flood
10.0.3.114,172.16.0.40,17286,2095,6,0,1,66,66,66,66,0,SYN Flood
10.0.0.218,172.16.0.12,5892,52878,6,42.983,2,108,54,54,54,0,ACK Flood
10.0.1.86,172.16.0.58,41353,443,6,23.634,8,1084,610,66,135.5,191.7729312,ACK Flood
10.0.2.9,172.16.0.22,30912,80,6,0,1,54,54,54,54,0,ACK Flood
10.0.2.47,172.16.0.41,39460,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.3.115,172.16.0.42,10783,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.3.115,172.16.0.42,10784,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.3.116,172.16.0.54,13378,9567,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.117,172.16.0.41,15132,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.218,172.16.0.12,7554,52878,6,42.849,3,162,54,54,54,0,ACK Flood
10.0.3.118,172.16.0.44,2845,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.2.28,172.16.0.18,13764,443,6,17.443,3,3984,1328,1328,1328,0,ACK Flood
10.0.2.159,172.16.0.78,41598,80,6,0.114,5,330,66,66,66,0,ACK Flood
10.0.1.82,172.16.0.58,53609,443,6,26.523,2,649,583,66,324.5,365.5742059,ACK Flood
10.0.2.115,172.16.0.13,7888,443,6,14.462,3,2708,1254,200,902.6666667,608.5271837,ACK Flood
10.0.1.50,172.16.0.25,31306,443,6,40.243,9,1580,470,66,175.5555556,164.4932454,ACK Flood
10.0.2.137,172.16.0.38,40278,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.119,172.16.0.54,60357,9567,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.82,172.16.0.2,29062,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.3.120,172.16.0.54,54841,9567,6,15.297,3,545,425,54,181.6666667,210.8182472,ACK Flood
10.0.2.121,172.16.0.38,4476,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.121,172.16.0.40,57976,31403,6,0,1,66,66,66,66,0,SYN Flood
10.0.0.243,172.16.0.17,14664,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.122,172.16.0.22,44875,80,6,0,1,78,78,78,78,0,ACK Flood
10.0.3.123,172.16.0.65,14889,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.39,172.16.0.75,443,35998,6,1.417,3,198,66,66,66,0,ACK Flood
10.0.1.118,172.16.0.77,33278,443,6,21.606,3,1905,967,66,635,495.0525225,ACK Flood
10.0.3.124,172.16.0.15,49030,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.2.84,172.16.0.22,40295,80,6,0,2,132,66,66,66,0,ACK Flood
10.0.3.115,172.16.0.42,10785,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.3.125,172.16.0.54,51648,9567,6,0.001,2,132,66,66,66,0,ACK Flood
10.0.3.126,172.16.0.42,53992,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.127,172.16.0.2,64575,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.30,172.16.0.66,62453,80,6,22.389,5,438,222,54,87.6,75.13188404,ACK Flood
10.0.3.128,172.16.0.27,23283,80,6,0,1,74,74,74,74,0,TCP Connection Flood
10.0.3.19,172.16.0.28,35388,9567,6,0.009,10,660,66,66,66,0,TCP Connection Flood
10.0.1.232,172.16.0.53,49233,443,6,24.477,4,793,583,66,198.25,256.5623706,ACK Flood
10.0.3.129,172.16.0.41,19467,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.3.85,172.16.0.43,34059,80,6,0,1,66,66,66,66,0,TCP Connection Flood
10.0.2.135,172.16.0.22,18721,80,6,0.001,2,156,78,78,78,0,ACK Flood
10.0.3.130,172.16.0.28,7265,9567,6,0.001,2,108,54,54,54,0,TCP Connection Flood
10.0.3.70,172.16.0.33,30471,80,6,0.032,2,562,496,66,281,304.0559159,ACK Flood
10.0.1.181,172.16.0.43,59807,80,6,24.158,6,2490,1093,66,415,525.216146,TCP Connection Flood
10.0.3.131,172.16.0.87,6528,443,6,23.187,3,278,128,54,92.66666667,37.11244176,ACK Flood
10.0.0.236,172.16.0.24,36683,80,6,10.435,6,752,256,54,125.3333333,101.3561378,TCP Connection Flood
10.0.3.132,172.16.0.38,33504,443,6,12.554,2,132,66,66,66,0,FIN-RST Flood
10.0.3.132,172.16.0.38,33511,443,6,12.451,2,132,66,66,66,0,FIN-RST Flood
10.0.3.133,172.16.0.2,2874,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.3.134,172.16.0.23,59847,33571,6,17.925,9,2234,1262,54,248.2222222,385.33063,ACK Flood
10.0.1.21,172.16.0.50,56201,443,6,32.002,2,1184,592,592,592,0,ACK Flood
10.0.3.130,172.16.0.28,7473,9567,6,0.001,2,108,54,54,54,0,TCP Connection Flood
10.0.0.240,172.16.0.26,24641,24889,6,44.615,5,330,66,66,66,0,ACK Flood
10.0.2.165,172.16.0.57,25164,80,6,42.872,5,392,164,54,78.4,48.13314866,ACK Flood
10.0.2.135,172.16.0.22,18628,80,6,0.156,2,156,78,78,78,0,ACK Flood
10.0.3.135,172.16.0.17,8749,8567,6,0,1,78,78,78,78,0,SYN Flood
10.0.2.159,172.16.0.78,41594,80,6,0.262,5,330,66,66,66,0,ACK Flood
10.0.3.89,172.16.0.65,8086,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.136,172.16.0.17,59544,8567,6,0,1,78,78,78,78,0,SYN Flood
10.0.1.225,172.16.0.75,56666,443,6,0.155,3,252,96,66,84,15.87450787,ACK Flood
10.0.1.76,172.16.0.22,22654,80,6,21.067,4,276,78,66,69,6,ACK Flood
10.0.1.76,172.16.0.22,22649,80,6,34.437,3,198,66,66,66,0,ACK Flood
10.0.1.26,172.16.0.52,15636,23389,6,40.907,16,2331,155,54,145.6875,25.27375121,ACK Flood
10.0.2.53,172.16.0.22,57971,80,6,11.156,3,728,331,66,242.6666667,152.9978213,ACK Flood
10.0.3.137,172.16.0.28,29973,9567,6,0.012,2,1652,826,826,826,0,TCP Connection Flood
10.0.3.138,172.16.0.17,27152,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.255,172.16.0.36,3924,80,6,33.855,14,4347,1207,66,310.5,485.8552728,ACK Flood
10.0.1.221,172.16.0.9,62031,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.49,172.16.0.96,20205,80,6,41.212,49,3234,66,66,66,0,ACK Flood
10.0.0.249,172.16.0.33,14394,80,6,0.157,2,493,427,66,246.5,255.265548,ACK Flood
10.0.1.21,172.16.0.50,56245,443,6,33.043,2,1202,601,601,601,0,ACK Flood
10.0.2.125,172.16.0.101,2653,443,6,44.011,15,2943,1328,66,196.2,335.8792725,ACK Flood
10.0.0.234,172.16.0.14,37395,65510,6,0,1,299,299,299,299,0,ACK Flood
10.0.1.21,172.16.0.50,56223,443,6,32.408,2,1188,594,594,594,0,ACK Flood
10.0.0.223,172.16.0.9,30167,80,6,0,1,850,850,850,850,0,FIN-RST Flood
10.0.3.139,172.16.0.40,31108,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.0.255,172.16.0.36,3925,80,6,44.228,22,4887,1207,66,222.1363636,400.5626157,ACK Flood
10.0.3.140,172.16.0.22,45694,80,6,0,1,430,430,430,430,0,ACK Flood
10.0.1.76,172.16.0.22,24067,80,6,20.901,4,276,78,66,69,6,ACK Flood
10.0.2.36,172.16.0.13,41429,443,6,24.305,8,694,149,66,86.75,31.96761754,ACK Flood
10.0.2.187,172.16.0.28,7940,9567,6,0.008,2,156,78,78,78,0,TCP Connection Flood
10.0.2.135,172.16.0.22,18720,80,6,31.959,4,264,66,66,66,0,ACK Flood
10.0.3.38,172.16.0.21,35479,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.149,172.16.0.16,443,42078,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.3.141,172.16.0.40,20242,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.225,172.16.0.17,14152,8567,6,11.117,4,1145,947,66,286.25,440.5,ACK Flood
10.0.3.142,172.16.0.64,9448,443,6,31.408,8,674,192,66,84.25,43.78437425,TCP Connection Flood
10.0.1.82,172.16.0.53,36529,443,6,33.701,4,276,78,66,69,6,ACK Flood
10.0.3.143,172.16.0.40,35758,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.144,172.16.0.17,8806,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.71,172.16.0.57,47680,80,6,14.97,4,1361,640,54,340.25,330.7167721,ACK Flood
10.0.2.133,172.16.0.9,31041,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.245,172.16.0.2,20906,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.1.136,172.16.0.19,29189,443,6,31.201,9,3554,1239,54,394.8888889,499.7555514,TCP Connection Flood
10.0.3.145,172.16.0.16,443,52364,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.0.240,172.16.0.26,22180,24889,6,0,1,66,66,66,66,0,ACK Flood
10.0.1.84,172.16.0.64,63713,80,6,0,1,66,66,66,66,0,TCP Connection Flood
10.0.3.146,172.16.0.2,50054,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.147,172.16.0.19,55819,443,6,42.154,13,1142,192,66,87.84615385,46.45759026,TCP Connection Flood
10.0.3.148,172.16.0.2,6319,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.3.149,172.16.0.56,64099,24889,6,31.718,3,238,130,54,79.33333333,43.87862046,ACK Flood
10.0.1.100,172.16.0.19,27031,443,6,0,2,108,54,54,54,0,TCP Connection Flood
10.0.1.100,172.16.0.19,49682,443,6,2.388,2,108,54,54,54,0,TCP Connection Flood
10.0.3.150,172.16.0.44,36728,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.69,172.16.0.68,80,64271,6,30.846,20,11800,590,590,590,0,ACK Flood
10.0.2.220,172.16.0.56,64128,24889,6,0,1,92,92,92,92,0,ACK Flood
10.0.1.24,172.16.0.20,45493,80,6,7.234,2,427,361,66,213.5,208.5965005,ACK Flood
10.0.0.216,172.16.0.10,37800,80,6,19.727,2,1048,525,523,524,1.414213562,ACK Flood
10.0.1.76,172.16.0.22,24066,80,6,10.215,4,264,66,66,66,0,ACK Flood
10.0.1.11,172.16.0.43,37137,80,6,9.617,2,1536,768,768,768,0,TCP Connection Flood
10.0.1.217,172.16.0.9,48303,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.180,172.16.0.67,443,49136,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.150,172.16.0.10,4336,80,6,39.658,4,1569,505,140,392.25,172.9843442,ACK Flood
10.0.1.109,172.16.0.13,39610,443,6,32.705,6,6706,1328,66,1117.666667,515.2093426,ACK Flood
10.0.3.144,172.16.0.17,8808,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.223,172.16.0.64,55045,443,6,0,1,66,66,66,66,0,TCP Connection Flood
10.0.2.250,172.16.0.22,23561,80,6,19.374,4,264,66,66,66,0,ACK Flood
10.0.3.151,172.16.0.42,23148,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.235,172.16.0.9,40035,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.3.152,172.16.0.19,33731,443,6,28.837,7,494,78,66,70.57142857,5.855400438,TCP Connection Flood
10.0.3.153,172.16.0.38,13888,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.0.214,172.16.0.8,9849,443,6,38.692,27,33858,1254,1254,1254,0,ACK Flood
10.0.3.154,172.16.0.80,57271,80,6,6.828,2,1235,1169,66,617.5,779.9387796,ACK Flood
10.0.3.155,172.16.0.28,5679,9567,6,0.54,2,156,78,78,78,0,TCP Connection Flood
10.0.3.144,172.16.0.17,8807,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.144,172.16.0.17,8809,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.159,172.16.0.22,51372,80,6,37.206,4,758,313,66,189.5,142.6055165,ACK Flood
10.0.3.144,172.16.0.17,8810,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.156,172.16.0.27,26305,443,6,0,1,66,66,66,66,0,TCP Connection Flood
10.0.3.156,172.16.0.27,26434,443,6,0,1,66,66,66,66,0,TCP Connection Flood
10.0.2.114,172.16.0.22,14383,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.156,172.16.0.27,26496,443,6,0,1,66,66,66,66,0,TCP Connection Flood
10.0.1.136,172.16.0.19,16016,443,6,35.071,27,3284,705,54,121.6296296,176.3124735,TCP Connection Flood
10.0.2.124,172.16.0.43,36698,80,6,0.073,3,198,66,66,66,0,TCP Connection Flood
10.0.3.157,172.16.0.42,7402,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.174,172.16.0.88,29659,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.2.198,172.16.0.38,46574,80,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.3.156,172.16.0.27,26368,443,6,0,1,66,66,66,66,0,TCP Connection Flood
10.0.2.198,172.16.0.44,57300,80,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.3.158,172.16.0.21,59734,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.198,172.16.0.41,56826,80,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.3.159,172.16.0.102,56781,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.160,172.16.0.22,29409,80,6,35.935,4,1044,456,66,261,225.166605,ACK Flood
10.0.3.161,172.16.0.85,23060,443,6,0,1,55,55,55,55,0,ACK Flood
10.0.1.195,172.16.0.89,54302,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.201,172.16.0.91,52791,31280,6,26.662,3,3984,1328,1328,1328,0,ACK Flood
10.0.2.198,172.16.0.2,46074,80,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.3.162,172.16.0.16,80,60092,6,0,1,74,74,74,74,0,SYN_ACK Flood
10.0.3.163,172.16.0.48,35977,443,6,2.797,10,540,54,54,54,0,ACK Flood
10.0.2.20,172.16.0.79,16743,5103,6,24.703,2,132,66,66,66,0,ACK Flood
10.0.3.164,172.16.0.47,65353,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.2.33,172.16.0.65,45010,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.3.165,172.16.0.65,22280,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.166,172.16.0.21,15918,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.124,172.16.0.79,32135,9008,6,27.705,2,108,54,54,54,0,ACK Flood
10.0.1.137,172.16.0.43,15725,80,6,13.217,2,837,771,66,418.5,498.5102807,TCP Connection Flood
10.0.3.167,172.16.0.41,45218,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.1.76,172.16.0.22,24068,80,6,33.268,5,1098,822,66,219.6,336.7919239,ACK Flood
10.0.1.45,172.16.0.47,8326,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.3.168,172.16.0.16,80,43154,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.1.21,172.16.0.50,56248,443,6,24.521,2,1202,601,601,601,0,ACK Flood
10.0.0.215,172.16.0.9,51577,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.129,172.16.0.80,12271,443,6,0.046,3,194,74,54,64.66666667,10.06644591,ACK Flood
10.0.0.249,172.16.0.33,14395,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.169,172.16.0.44,56396,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.3.170,172.16.0.65,31451,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.255,172.16.0.36,3919,80,6,27.208,11,774,78,66,70.36363636,6.054299749,ACK Flood
10.0.2.161,172.16.0.9,23326,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.195,172.16.0.89,58966,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.2.187,172.16.0.28,7941,9567,6,0,2,156,78,78,78,0,TCP Connection Flood
10.0.3.171,172.16.0.71,34459,443,6,33.909,9,1141,521,66,126.7777778,150.1347543,ACK Flood
10.0.2.161,172.16.0.9,23280,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.172,172.16.0.36,1980,80,6,29.962,19,3001,680,66,157.9473684,213.8796322,ACK Flood
10.0.3.173,172.16.0.47,26608,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.3.174,172.16.0.88,443,36638,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.175,172.16.0.40,52196,2095,6,0,1,66,66,66,66,0,SYN Flood
10.0.3.172,172.16.0.36,1979,80,6,34.062,5,2036,683,66,407.2,314.2478321,ACK Flood
10.0.2.89,172.16.0.43,4673,80,6,10.666,2,910,844,66,455,550.1290758,TCP Connection Flood
10.0.3.172,172.16.0.36,1983,80,6,33.554,6,2126,687,66,354.3333333,314.3174616,ACK Flood
10.0.3.176,172.16.0.16,443,33040,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.3.172,172.16.0.36,1981,80,6,30.666,10,2369,681,66,236.9,276.842695,ACK Flood
10.0.3.177,172.16.0.42,60109,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.169,172.16.0.44,56397,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.1.146,172.16.0.82,57993,443,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.142,172.16.0.19,49459,443,6,2.926,10,1928,748,54,192.8,292.6160928,TCP Connection Flood
10.0.3.178,172.16.0.17,49838,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.179,172.16.0.17,11476,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.2.221,172.16.0.10,33528,80,6,23.448,3,1226,586,220,408.6666667,183.2630168,ACK Flood
10.0.1.189,172.16.0.88,57890,443,6,24.007,3,815,519,54,271.6666667,233.9152268,ACK Flood
10.0.3.180,172.16.0.54,63318,443,6,0.054,2,144,78,66,72,8.485281374,ACK Flood
10.0.1.200,172.16.0.90,24807,80,6,30.58,89,5874,66,66,66,0,ACK Flood
10.0.3.181,172.16.0.42,51944,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.0.223,172.16.0.9,30005,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.189,172.16.0.88,58266,443,6,25.497,4,322,160,54,80.5,53,ACK Flood
10.0.1.129,172.16.0.80,12272,443,6,33.862,4,981,807,54,245.25,374.5427212,ACK Flood
10.0.1.19,172.16.0.49,21669,80,6,33.845,108,7128,66,66,66,0,ACK Flood
10.0.2.137,172.16.0.65,38986,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.182,172.16.0.76,3672,80,6,13.989,10,2127,784,66,212.7,285.4291311,ACK Flood
10.0.1.24,172.16.0.20,45492,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.1.157,172.16.0.54,62757,9567,6,23.109,2,156,78,78,78,0,TCP Connection Flood
10.0.2.138,172.16.0.79,28268,5347,6,12.457,2,108,54,54,54,0,ACK Flood
10.0.1.56,172.16.0.43,53199,80,6,13.189,2,947,881,66,473.5,576.2920267,TCP Connection Flood
10.0.1.116,172.16.0.76,25452,443,6,30.373,13,1255,256,66,96.53846154,61.63145218,ACK Flood
10.0.1.33,172.16.0.28,20075,443,6,0.002,3,198,66,66,66,0,TCP Connection Flood
10.0.3.183,172.16.0.65,26938,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.1.134,172.16.0.63,29858,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.184,172.16.0.2,22647,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.225,172.16.0.75,56869,443,6,0.36,3,252,96,66,84,15.87450787,ACK Flood
10.0.3.25,172.16.0.10,3641,39880,6,0,1,66,66,66,66,0,ACK Flood
10.0.2.31,172.16.0.22,24439,80,6,0.014,2,1815,1328,487,907.5,594.676803,ACK Flood
10.0.3.185,172.16.0.98,9001,40430,6,33.429,5,6134,1328,822,1226.8,226.2900793,ACK Flood
10.0.3.186,172.16.0.61,32488,443,6,0.043,2,298,152,146,149,4.242640687,TCP Connection Flood
10.0.2.58,172.16.0.14,9866,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.187,172.16.0.46,443,59979,6,0,1,96,96,96,96,0,ACK Flood
10.0.1.8,172.16.0.6,2918,65506,6,0,1,54,54,54,54,0,ACK Flood
10.0.2.133,172.16.0.28,31054,9567,6,2.512,6,1304,524,54,217.3333333,237.7113095,TCP Connection Flood
10.0.1.208,172.16.0.22,9894,80,6,0,1,1090,1090,1090,1090,0,ACK Flood
10.0.3.188,172.16.0.104,58572,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.0.249,172.16.0.33,14397,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.0.236,172.16.0.24,36811,80,6,0.391,3,364,256,54,121.3333333,116.6247544,TCP Connection Flood
10.0.1.235,172.16.0.9,40237,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.189,172.16.0.6,55314,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.190,172.16.0.57,6568,80,6,0.003,2,751,697,54,375.5,454.6696603,ACK Flood
10.0.0.232,172.16.0.22,9063,80,6,0,1,634,634,634,634,0,ACK Flood
10.0.1.230,172.16.0.50,57546,443,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.191,172.16.0.18,49083,443,6,29.71,4,355,127,66,88.75,29.15904662,ACK Flood
10.0.0.230,172.16.0.20,12992,80,6,33.554,107,6400,365,54,59.81308411,42.31800786,ACK Flood
10.0.1.231,172.16.0.22,5935,80,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.215,172.16.0.28,51986,9567,6,30.796,16,1872,526,54,117,159.8232357,TCP Connection Flood
10.0.1.20,172.16.0.6,24899,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.192,172.16.0.22,44268,80,6,11.878,4,288,78,66,72,6.92820323,ACK Flood
10.0.0.240,172.16.0.26,22497,24889,6,33.649,5,354,77,66,70.8,5.357238094,ACK Flood
10.0.1.217,172.16.0.9,48266,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.107,172.16.0.9,40566,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.193,172.16.0.50,29803,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.194,172.16.0.14,55619,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.194,172.16.0.14,55791,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.195,172.16.0.19,40509,443,6,24.165,16,3366,618,54,210.375,230.0996523,TCP Connection Flood
10.0.1.70,172.16.0.66,53726,80,6,8.393,8,564,78,66,70.5,6.210590034,ACK Flood
10.0.1.65,172.16.0.9,38913,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.196,172.16.0.16,443,47332,6,0,1,74,74,74,74,0,SYN_ACK Flood
10.0.3.139,172.16.0.40,31110,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.0.252,172.16.0.34,38579,443,6,30.452,5,779,377,66,155.8,134.5555647,ACK Flood
10.0.1.189,172.16.0.88,57466,443,6,25.186,3,162,54,54,54,0,ACK Flood
10.0.3.136,172.16.0.17,59707,8567,6,10.975,2,144,78,66,72,8.485281374,SYN Flood
10.0.1.20,172.16.0.6,27074,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.197,172.16.0.6,32246,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.198,172.16.0.57,51846,80,6,0,1,779,779,779,779,0,ACK Flood
10.0.1.217,172.16.0.9,48314,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.159,172.16.0.78,41596,80,6,0.001,2,132,66,66,66,0,ACK Flood
10.0.1.189,172.16.0.88,58332,443,6,24.154,5,952,571,54,190.4,224.4377419,ACK Flood
10.0.3.199,172.16.0.76,56744,80,6,6.941,7,1002,630,54,143.1428571,214.7583359,ACK Flood
10.0.3.200,172.16.0.17,51711,8567,6,22.866,3,835,715,54,278.3333333,378.2120217,ACK Flood
10.0.3.201,172.16.0.28,47493,9567,6,26.282,6,3048,729,66,508,342.3717278,TCP Connection Flood
10.0.3.202,172.16.0.92,43250,80,6,2.696,3,222,78,66,74,6.92820323,TCP Connection Flood
10.0.3.83,172.16.0.16,443,40794,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.3.203,172.16.0.44,7726,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.202,172.16.0.92,42572,80,6,3.339,3,222,78,66,74,6.92820323,TCP Connection Flood
10.0.2.163,172.16.0.87,443,59850,6,0.591,2,1174,1120,54,587,753.7758287,ACK Flood
10.0.1.105,172.16.0.73,443,40950,6,31.377,4,5312,1328,1328,1328,0,ACK Flood
10.0.3.204,172.16.0.60,49989,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.132,172.16.0.23,59691,33571,6,7.926,2,108,54,54,54,0,ACK Flood
10.0.3.205,172.16.0.19,42703,443,6,31.983,12,3374,812,54,281.1666667,312.2058858,TCP Connection Flood
10.0.0.234,172.16.0.14,37391,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.234,172.16.0.14,37396,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.206,172.16.0.64,28301,443,6,9.116,3,723,583,66,241,296.2076974,TCP Connection Flood
10.0.3.205,172.16.0.19,46353,443,6,26.018,12,1586,397,54,132.1666667,132.7094114,TCP Connection Flood
10.0.0.234,172.16.0.14,37383,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.3.205,172.16.0.19,45200,443,6,28.178,12,1586,397,54,132.1666667,132.7094114,TCP Connection Flood
10.0.3.202,172.16.0.92,41479,80,6,0,2,132,66,66,66,0,TCP Connection Flood
10.0.3.202,172.16.0.92,45260,80,6,0.001,2,132,66,66,66,0,TCP Connection Flood
10.0.3.207,172.16.0.41,43868,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.3.208,172.16.0.42,13006,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.3.209,172.16.0.46,443,59770,6,0,1,319,319,319,319,0,ACK Flood
10.0.1.233,172.16.0.9,40733,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.28,172.16.0.14,51930,65510,6,0,1,54,54,54,54,0,ACK Flood
